immune_escape,matched_vacc,name,rt,max_t,income_group,target_pop,hs_constraints,dt,seeding_cases,age_groups_covered,age_groups_covered_d2,t_d2,age_groups_covered_d3,age_groups_covered_d4,age_groups_covered_d5,max_coverage,vacc_period,vfr,vfr_time1,vfr_time2,vaccine,k,hl_l,hl_s,period_s,period_l,ab_50,ab_50_severe,std10,max_ab,mu_ab_infection,std10_infection,mu_ab_inf_scal_vfr,repetition,b1,hosp_scal,ICU_scal,vaccine_doses,vfr2,vacc_start,vfr2_time1,vacc_on,mu_ab_d1,mu_ab_d2,matched_vacc_level,scenario_name,vfr2_time2,index
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,1,2,3830,4010,1,0.2175,0.435,0.5,unmatched,4070,90
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,1,2,3830,3890,1,0.435,0.435,1,partially-matched,3950,91
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,1,2,3830,3950,1,0.435,0.435,1,partially-matched,4010,92
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,1,2,3830,4010,1,0.435,0.435,1,partially-matched,4070,93
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,2,2,3830,3890,1,0.2175,0.435,0.5,unmatched,3950,94
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,2,2,3830,3950,1,0.2175,0.435,0.5,unmatched,4010,95
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,2,2,3830,4010,1,0.2175,0.435,0.5,unmatched,4070,96
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,2,2,3830,3890,1,0.435,0.435,1,partially-matched,3950,97
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,2,2,3830,3950,1,0.435,0.435,1,partially-matched,4010,98
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,2,2,3830,4010,1,0.435,0.435,1,partially-matched,4070,99
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,2,2,3830,3890,1,0.652,0.652,1,"partially-matched d1, well-matched d2",3950,100
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,2,2,3830,3950,1,0.652,0.652,1,"partially-matched d1, well-matched d2",4010,101
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,2,2,3830,4010,1,0.652,0.652,1,"partially-matched d1, well-matched d2",4070,102
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,1,1.5,5475,3890,0,0.435,0.435,1,no vaccine,3950,103
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,1,1.5,5475,3950,0,0.435,0.435,1,no vaccine,4010,104
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,1,1.5,5475,4010,0,0.435,0.435,1,no vaccine,4070,105
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,1,2,5475,3890,0,0.435,0.435,1,no vaccine,3950,106
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,1,2,5475,3950,0,0.435,0.435,1,no vaccine,4010,107
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,0.04,1,1,1,2,5475,4010,0,0.435,0.435,1,no vaccine,4070,108
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,1.5,3830,3890,1,0.2175,0.435,0.5,unmatched,3950,109
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,1.5,3830,3950,1,0.2175,0.435,0.5,unmatched,4010,110
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,1.5,3830,4010,1,0.2175,0.435,0.5,unmatched,4070,111
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,1.5,3830,3890,1,0.435,0.435,1,partially-matched,3950,112
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,1.5,3830,3950,1,0.435,0.435,1,partially-matched,4010,113
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,1.5,3830,4010,1,0.435,0.435,1,partially-matched,4070,114
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,1.5,3830,3890,1,0.2175,0.435,0.5,unmatched,3950,115
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,1.5,3830,3950,1,0.2175,0.435,0.5,unmatched,4010,116
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,1.5,3830,4010,1,0.2175,0.435,0.5,unmatched,4070,117
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,1.5,3830,3890,1,0.435,0.435,1,partially-matched,3950,118
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,1.5,3830,3950,1,0.435,0.435,1,partially-matched,4010,119
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,1.5,3830,4010,1,0.435,0.435,1,partially-matched,4070,120
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,1.5,3830,3890,1,0.652,0.652,1,"partially-matched d1, well-matched d2",3950,121
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,1.5,3830,3950,1,0.652,0.652,1,"partially-matched d1, well-matched d2",4010,122
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,1.5,3830,4010,1,0.652,0.652,1,"partially-matched d1, well-matched d2",4070,123
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,2,3830,3890,1,0.2175,0.435,0.5,unmatched,3950,124
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,2,3830,3950,1,0.2175,0.435,0.5,unmatched,4010,125
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,2,3830,4010,1,0.2175,0.435,0.5,unmatched,4070,126
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,2,3830,3890,1,0.435,0.435,1,partially-matched,3950,127
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,2,3830,3950,1,0.435,0.435,1,partially-matched,4010,128
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,2,3830,4010,1,0.435,0.435,1,partially-matched,4070,129
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,2,3830,3890,1,0.2175,0.435,0.5,unmatched,3950,130
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,2,3830,3950,1,0.2175,0.435,0.5,unmatched,4010,131
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,2,3830,4010,1,0.2175,0.435,0.5,unmatched,4070,132
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,2,3830,3890,1,0.435,0.435,1,partially-matched,3950,133
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,2,3830,3950,1,0.435,0.435,1,partially-matched,4010,134
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,2,3830,4010,1,0.435,0.435,1,partially-matched,4070,135
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,2,3830,3890,1,0.652,0.652,1,"partially-matched d1, well-matched d2",3950,136
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,2,3830,3950,1,0.652,0.652,1,"partially-matched d1, well-matched d2",4010,137
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,2,2,3830,4010,1,0.652,0.652,1,"partially-matched d1, well-matched d2",4070,138
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,1.5,5475,3890,0,0.435,0.435,1,no vaccine,3950,139
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,1.5,5475,3950,0,0.435,0.435,1,no vaccine,4010,140
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,1.5,5475,4010,0,0.435,0.435,1,no vaccine,4070,141
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,2,5475,3890,0,0.435,0.435,1,no vaccine,3950,142
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,2,5475,3950,0,0.435,0.435,1,no vaccine,4010,143
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,0.04,1,1,1,2,5475,4010,0,0.435,0.435,1,no vaccine,4070,144
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,1.5,3830,3890,1,0.2175,0.435,0.5,unmatched,3950,145
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,1.5,3830,3950,1,0.2175,0.435,0.5,unmatched,4010,146
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,1.5,3830,4010,1,0.2175,0.435,0.5,unmatched,4070,147
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,1.5,3830,3890,1,0.435,0.435,1,partially-matched,3950,148
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,1.5,3830,3950,1,0.435,0.435,1,partially-matched,4010,149
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,1.5,3830,4010,1,0.435,0.435,1,partially-matched,4070,150
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,1.5,3830,3890,1,0.2175,0.435,0.5,unmatched,3950,151
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,1.5,3830,3950,1,0.2175,0.435,0.5,unmatched,4010,152
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,1.5,3830,4010,1,0.2175,0.435,0.5,unmatched,4070,153
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,1.5,3830,3890,1,0.435,0.435,1,partially-matched,3950,154
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,1.5,3830,3950,1,0.435,0.435,1,partially-matched,4010,155
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,1.5,3830,4010,1,0.435,0.435,1,partially-matched,4070,156
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,1.5,3830,3890,1,0.652,0.652,1,"partially-matched d1, well-matched d2",3950,157
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,1.5,3830,3950,1,0.652,0.652,1,"partially-matched d1, well-matched d2",4010,158
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,1.5,3830,4010,1,0.652,0.652,1,"partially-matched d1, well-matched d2",4070,159
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,2,3830,3890,1,0.2175,0.435,0.5,unmatched,3950,160
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,2,3830,3950,1,0.2175,0.435,0.5,unmatched,4010,161
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,2,3830,4010,1,0.2175,0.435,0.5,unmatched,4070,162
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,2,3830,3890,1,0.435,0.435,1,partially-matched,3950,163
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,2,3830,3950,1,0.435,0.435,1,partially-matched,4010,164
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,2,3830,4010,1,0.435,0.435,1,partially-matched,4070,165
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,2,3830,3890,1,0.2175,0.435,0.5,unmatched,3950,166
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,2,3830,3950,1,0.2175,0.435,0.5,unmatched,4010,167
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,2,3830,4010,1,0.2175,0.435,0.5,unmatched,4070,168
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,2,3830,3890,1,0.435,0.435,1,partially-matched,3950,169
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,2,3830,3950,1,0.435,0.435,1,partially-matched,4010,170
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,2,3830,4010,1,0.435,0.435,1,partially-matched,4070,171
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,2,3830,3890,1,0.652,0.652,1,"partially-matched d1, well-matched d2",3950,172
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,2,3830,3950,1,0.652,0.652,1,"partially-matched d1, well-matched d2",4010,173
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,2,2,3830,4010,1,0.652,0.652,1,"partially-matched d1, well-matched d2",4070,174
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,1.5,5475,3890,0,0.435,0.435,1,no vaccine,3950,175
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,1.5,5475,3950,0,0.435,0.435,1,no vaccine,4010,176
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,1.5,5475,4010,0,0.435,0.435,1,no vaccine,4070,177
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,2,5475,3890,0,0.435,0.435,1,no vaccine,3950,178
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,2,5475,3950,0,0.435,0.435,1,no vaccine,4010,179
1,1,scenario3,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.6,90,1,1,30,vaccine,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,0.04,1,1,1,2,5475,4010,0,0.435,0.435,1,no vaccine,4070,180
